buy1,buy2,spoil_ratio,succes_ratio
2, 3, 0.4229741038671539, 0.4104152473079532
5, 6, 0.6051800176160569, 0.8521362175364529
1, 1, 0.4252619959829771, 0.1752603033901047
1, 2, 0.3922512806442675, 0.2868075639426421
2, 3, 0.4229741038671539, 0.4104152473079532
1, 1, 0.4252619959829771, 0.1752603033901047
1, 1, 0.4252619959829771, 0.1752603033901047
1, 1, 0.4252619959829771, 0.1752603033901047
7, 7, 0.642029976356276, 0.9463970031312121
1, 1, 0.4252619959829771, 0.1752603033901047
1, 3, 0.8102641984072612, 0.3583068502899046
6, 7, 0.6676470644771552, 0.9241273769651122
4, 5, 0.5390776076185333, 0.7316707547633465
2, 4, 0.7978139911807995, 0.4783406393680418
3, 4, 0.4715716133410589, 0.5633518850125844
1, 2, 0.3922512806442675, 0.2868075639426421
2, 3, 0.4229741038671539, 0.4104152473079532
2, 3, 0.4229741038671539, 0.4104152473079532
4, 4, 0.3330871647567226, 0.6229506040281367
1, 2, 0.3922512806442675, 0.2868075639426421
5, 5, 0.3955997030130825, 0.7806701199286588
1, 1, 0.4252619959829771, 0.1752603033901047
6, 6, 0.4955869060473806, 0.8865915630857624
1, 2, 0.3922512806442675, 0.2868075639426421
2, 3, 0.4229741038671539, 0.4104152473079532
4, 5, 0.5390776076185333, 0.7316707547633465
1, 3, 0.8102641984072612, 0.3583068502899046
1, 1, 0.4252619959829771, 0.1752603033901047
3, 4, 0.4715716133410589, 0.5633518850125844
4, 5, 0.5390776076185333, 0.7316707547633465
2, 3, 0.4229741038671539, 0.4104152473079532
1, 1, 0.4252619959829771, 0.1752603033901047
2, 3, 0.4229741038671539, 0.4104152473079532
1, 1, 0.4252619959829771, 0.1752603033901047
1, 2, 0.3922512806442675, 0.2868075639426421
1, 1, 0.4252619959829771, 0.1752603033901047
7, 7, 0.642029976356276, 0.9463970031312121
1, 2, 0.3922512806442675, 0.2868075639426421
4, 5, 0.5390776076185333, 0.7316707547633465
1, 2, 0.3922512806442675, 0.2868075639426421
1, 3, 0.8102641984072612, 0.3583068502899046
4, 5, 0.5390776076185333, 0.7316707547633465
2, 3, 0.4229741038671539, 0.4104152473079532
3, 3, 0.3230259795248684, 0.4533684284951801
1, 1, 0.4252619959829771, 0.1752603033901047
6, 6, 0.4955869060473806, 0.8865915630857624
1, 3, 0.8102641984072612, 0.3583068502899046
