,age_death_rate,average_population,collaboration_bonus,max_age,mean_intelligence,mean_proactive_aggression,mean_reactive_aggression,mean_speed,mean_strength,murder_rate,starvation_rate
0,0.7112029319030861,41.91027890340096,0.1,111.0,0.4495933045817893,0.4982136804542265,0.486429527863641,0.1028867750403653,0.4435844378153765,0.1134236020718523,0.1691115361003358
2,0.1555511488379567,124.7860491213785,3.9,298.0,0.4111027145155628,0.4966553165195708,0.482777279492937,0.1879504435794113,0.4044623981877732,0.2215035836239692,0.6588144767638549
4,0.8850495587612006,42.72450589718164,0.1,105.0,0.4558357340488529,0.497791322722283,0.4879797886504654,0.0944655953909835,0.4496175266905548,0.0934377749854358,0.0435922895345056
8,0.994673793204935,33.51826302277592,0.1,51.0,0.4581205387795274,0.4977543574169975,0.5072224055180157,0.0768576978123911,0.4604399260492761,0.0043610556666959,5.215339126553712e-06
9,0.563039184828541,41.50316540651063,0.1,114.0,0.4484696674267917,0.4995645960068046,0.4892583222327387,0.1036988336082468,0.4435937863375154,0.1195401261534559,0.3152901147173947
10,0.7913450427240796,42.18168790132786,0.1,109.0,0.4503426825985885,0.4973130833571562,0.484544136626435,0.1023485348893629,0.4435782054894791,0.1094990629766138,0.1056252755274233
11,0.8247636752417814,42.31739240029131,0.1,108.0,0.4507174563319639,0.4968627909813551,0.4836016026036156,0.1020803513974514,0.4435750893331896,0.1075818022977774,0.0825365001224226
12,0.8517579933662364,42.45309689925475,0.1,107.0,0.4524748568010512,0.4969981299140865,0.4843367624714096,0.0996036680611018,0.4454191863306426,0.1048195394316189,0.0651681747400662
13,0.282540861486024,39.25647746653097,0.1,249.0,0.4224513422066709,0.4986627031409593,0.4750591772276306,0.1657188428354344,0.4117727724080217,0.2824445498401741,0.437017571320219
14,0.3554042900663435,45.34422623818389,0.1,186.0,0.4308041290714004,0.5038028521065783,0.4769274023357673,0.1491246758107075,0.4185242958318439,0.2732583722805543,0.3556626820860727
15,0.6649259811349377,41.77457440443753,0.1,112.0,0.4492187011313328,0.4986639837146227,0.4873723716853963,0.1031568337564859,0.4435875539849841,0.1154315057317414,0.2108528905535753
16,0.7534583571258178,42.04598340236441,0.1,110.0,0.4499679652096597,0.4977633800915883,0.4854867806113924,0.1026173424274024,0.4435813216502081,0.1114462249881944,0.134227956719926
17,0.1875906445365167,63.27931923815292,1.4,299.0,0.4123610267137406,0.4937460354749956,0.4763833053924845,0.1866835627111573,0.4044800967455107,0.2703918058937166,0.5807556122650905
18,0.9680244316007672,41.71126609872437,0.1,86.0,0.454073770834859,0.4965225661413297,0.4938792421229464,0.0902291038770348,0.4509251162481878,0.0258386948976847,0.0015970649149416
19,0.9632942095448378,42.28666669372632,0.1,88.0,0.4538206179779519,0.4964510124353118,0.4927290770081396,0.0912871953866204,0.4502221691009445,0.0297951655912916,0.0022644293130221
