HC,v1_DailyPurchase,v2_PeriodicallyPurchase,v3_Random,v1_s_Q,v2_s_S,v3_R_S,v4_Random,lost_ratio_sales_ret,lost_ratio_sales_dis,lost_ratio_sales_fac,stock_customer_MA_mean_relative,stock_distributor_MA_mean_relative,stock_retailer_MA_mean_relative,stock_factory_MA_mean_relative
0.01, 0, 0, 1, 0, 0, 0, 1, 8.234857630670488e-05, 0.07844048157174935, 0.01647940097478306, 0.01320939394695773, 0.1871114529346068, 0.1291702567515619, 0.6823948642942883
0.01, 0, 0, 1, 0, 0, 0, 1, 8.234857630670488e-05, 0.07844048157174935, 0.01647940097478306, 0.01320939394695773, 0.1871114529346068, 0.1291702567515619, 0.6823948642942883
0.01, 0, 0, 1, 0, 0, 0, 1, 8.234857630670488e-05, 0.07844048157174935, 0.01647940097478306, 0.01320939394695773, 0.1871114529346068, 0.1291702567515619, 0.6823948642942883
0.01, 0, 0, 1, 0, 0, 0, 1, 8.234857630670488e-05, 0.07844048157174935, 0.01647940097478306, 0.01320939394695773, 0.1871114529346068, 0.1291702567515619, 0.6823948642942883
0.01, 0, 0, 1, 0, 0, 0, 1, 8.234857630670488e-05, 0.07844048157174935, 0.01647940097478306, 0.01320939394695773, 0.1871114529346068, 0.1291702567515619, 0.6823948642942883
0.01, 0, 0, 1, 0, 0, 0, 1, 8.234857630670488e-05, 0.07844048157174935, 0.01647940097478306, 0.01320939394695773, 0.1871114529346068, 0.1291702567515619, 0.6823948642942883
0.01, 0, 0, 1, 0, 0, 0, 1, 8.234857630670488e-05, 0.07844048157174935, 0.01647940097478306, 0.01320939394695773, 0.1871114529346068, 0.1291702567515619, 0.6823948642942883
0.01, 0, 0, 1, 0, 0, 0, 1, 8.234857630670488e-05, 0.07844048157174935, 0.01647940097478306, 0.01320939394695773, 0.1871114529346068, 0.1291702567515619, 0.6823948642942883
0.01, 0, 0, 1, 0, 0, 0, 1, 8.234857630670488e-05, 0.07844048157174935, 0.01647940097478306, 0.01320939394695773, 0.1871114529346068, 0.1291702567515619, 0.6823948642942883
0.01, 0, 0, 1, 0, 0, 0, 1, 8.234857630670488e-05, 0.07844048157174935, 0.01647940097478306, 0.01320939394695773, 0.1871114529346068, 0.1291702567515619, 0.6823948642942883
0.01, 0, 0, 1, 0, 0, 0, 1, 8.234857630670488e-05, 0.07844048157174935, 0.01647940097478306, 0.01320939394695773, 0.1871114529346068, 0.1291702567515619, 0.6823948642942883
0.01, 0, 0, 1, 0, 0, 0, 1, 8.234857630670488e-05, 0.07844048157174935, 0.01647940097478306, 0.01320939394695773, 0.1871114529346068, 0.1291702567515619, 0.6823948642942883
0.01, 0, 0, 1, 0, 0, 0, 1, 8.234857630670488e-05, 0.07844048157174935, 0.01647940097478306, 0.01320939394695773, 0.1871114529346068, 0.1291702567515619, 0.6823948642942883
0.01, 0, 0, 1, 0, 0, 0, 1, 8.234857630670488e-05, 0.07844048157174935, 0.01647940097478306, 0.01320939394695773, 0.1871114529346068, 0.1291702567515619, 0.6823948642942883
0.01, 0, 0, 1, 0, 0, 0, 1, 8.234857630670488e-05, 0.07844048157174935, 0.01647940097478306, 0.01320939394695773, 0.1871114529346068, 0.1291702567515619, 0.6823948642942883
0.01, 0, 0, 1, 0, 0, 0, 1, 8.234857630670488e-05, 0.07844048157174935, 0.01647940097478306, 0.01320939394695773, 0.1871114529346068, 0.1291702567515619, 0.6823948642942883
0.01, 0, 0, 1, 0, 0, 0, 1, 8.234857630670488e-05, 0.07844048157174935, 0.01647940097478306, 0.01320939394695773, 0.1871114529346068, 0.1291702567515619, 0.6823948642942883
0.01, 0, 0, 1, 0, 0, 0, 1, 8.234857630670488e-05, 0.07844048157174935, 0.01647940097478306, 0.01320939394695773, 0.1871114529346068, 0.1291702567515619, 0.6823948642942883
0.01, 0, 0, 1, 0, 0, 0, 1, 8.234857630670488e-05, 0.07844048157174935, 0.01647940097478306, 0.01320939394695773, 0.1871114529346068, 0.1291702567515619, 0.6823948642942883
0.01, 0, 0, 1, 0, 0, 0, 1, 8.234857630670488e-05, 0.07844048157174935, 0.01647940097478306, 0.01320939394695773, 0.1871114529346068, 0.1291702567515619, 0.6823948642942883
